ID;primäres_Label_viecpro;field_3;kind;Latitude;Longitude;notes;references_p_lucienfeld_harrer;URI_wien_wiki;URI_p_lucienfeld_harrer;alternatives_label_adress_neu;alternatives_label_adress1822;alternatives_label_suttingerstadtplan;alternatives_Label_Datensammlung;alternatives_Label_Feld;Stadtviertel;ist_Teil_von;GeoNames_Link;Access_Excel_Zitierweise
378;Neuer Markt, Häckhlisches Haus;Neuer Markt, Häckhlisches Haus;Wohnadresse;48.2059847;16.3710015;ab 1679 Johann Jakob Häckhl;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,1, Wien: Selbstverlag, 1956,  S. 45. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=K%C3%A4rntner_Stra%C3%9Fe_20&oldid=510716;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292226;Kärntnerstraße 20;1053;;TM-TBP-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Neuer Markt, Häckhl, Sekretär Haus;Neuer Markt, Hackhl, Sekretär, Haus;Neuer Markt, Häckhl, Sekretär, Haus;Neuer Markt, Häckhlische Erben, Haus;Neuer Markt, Häckl. Haus;Neuer Markt, Hacklisches Haus;Neuer Markt, Hacklsches Haus, eH"
379;Neuer Markt, Schwarzenbergisches Haus;Neuer Markt, Schwarzenbergisches Haus;Wohnadresse;48.2053249;16.370597;"ab 1688 Maria Cäcilia Gfin. Kollonitsch, geb.Werdenberg; verkaufte an Ferdinand Fst. Schwarzenberg";Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,1, Wien: Selbstverlag, 1956, S. 62. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Schwarzenbergpalais_(1)&oldid=510966;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292243;Marco-d'Avanzio-Gasse 1;1054;;HSV-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Neuer Markt, Fürst Schwarzenbergisches Haus
380;Neuer Markt, Draskovichisches Haus;Neuer Markt, Draskovichisches Haus;Wohnadresse;48.2059883;16.370187;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,1, Wien: Selbstverlag, 1956,  S. 179. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Draskovichhaus&oldid=510367;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292364;Neuer Markt 9;1057;;HSV-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Neuer Markt, Draskovizisches Haus;Neuer Markt, Draskovichisches Haus"
381;Neuer Markt, Perinisches Haus;"Neuer Markt, Perinisches Haus;Neuer Markt, Zum roten Dachel;Neuer Markt, Wolfstriegelisches Haus";Wohnadresse;48.2060396;16.3702793;"ab 1660 Johann Hannibal Perin, kaisl. Diener und geh. Rat; ab 1670 Johann Ludwig Wolfstriegel, Raitoffizier nö. Buchhalterei; zum roten Dachel";Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,1, Wien: Selbstverlag, 1956,  S. 179. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Zum_roten_Dachel&oldid=819334;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292364;Neuer Markt 10-11;1058;;TM-TBP-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Neuer Markt, Perinsches Haus, eH
382;Neuer Markt, Buccelinisches Haus;Neuer Markt, Buccelinisches Haus;Wohnadresse;48.2062348;16.3704042;ab 1645 Horatius Buccelini, nö. Regimentsrat;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,1, Wien: Selbstverlag, 1956,  S. 192. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Neuer_Markt_12&oldid=510848;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292369;Neuer Markt 12;1060;;TM-TBP-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Neuer Markt, Bucellini, Graf, Haus;Neuer Markt, Bucellinisches Haus, eH;Neuer Markt, Burzelini, Herr, Haus;Neuer Markt, Pucelleni, Herr, Haus"
383;Neuer Markt, Zu den sieben Säulen;"Neuer Markt, Zu den sieben Säulen;Neuer Markt, Credulaisches Haus";Wohnadresse;48.2065;16.3706;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,1, Wien: Selbstverlag, 1956, S. 192. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Hatschierenhaus&oldid=510426;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292377;Neuer Markt 14;1065;;HSV-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Neuer Markt, neben (bei) den 7 Säulen
384;Kärntnerstraße, Hasenhaus;Kärntnerstraße, Hasenhaus;Wohnadresse;48.207313;16.3714941;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 242. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Spitalhaus&oldid=4604;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292192;Kärntnerstraße 8;1073;;TM-TBP-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Kärntner Straße, Hasenhaus;Kärntnerstraße, Hasenhaus"
385;Stock im Eisen, Königsackerisches Haus;Stock im Eisen, Königsackerisches Haus;Wohnadresse;48.2080382;16.3714407;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1951, S. 25. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Stock-im-Eisen-Platz_3&oldid=511327;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2278946;Stock-im-Eisen-Platz 3;1081;;HSV-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Stock im Eisen, Königsackerisches Haus
386;Neuer Markt, Zu den sieben Körben;"Neuer Markt, Zu den sieben Körben;Seilergasse, Zu den sieben Körben";Wohnadresse;48.2074812;16.3710215;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,1, Wien: Selbstverlag, 1956, S. 199. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Herrnhuterhaus&oldid=510577;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292384;Seilergasse 11;1084;;HSV-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Neuer Markt, 7 Brotkörbe, bei den
387;Seilergasse, Zum goldenen Ochsen;Seilergasse, Zum goldenen Ochsen;Wohnadresse;48.2068501;16.3703339;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 257. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Seilergasse_14&oldid=534114;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292823;Seilergasse 14;1086;;HSV-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Goldener Ochse, neben, eH
388;Neuer Markt, Zerletisches Haus;Neuer Markt, Zerletisches Haus;Wohnadresse;48.2070688;16.370473;ab 1693 Anton Zerlet, Hutmacher;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 252. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Seilergasse_12&oldid=534113;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292818;Seilergasse 12;1088;;HSV-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Neuer Markt, Zerletisches Haus
389;Seilergasse, Althanisches Haus;Seilergasse, Althanisches Haus;Wohnadresse;48.2073891;16.3706987;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 242. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Seilergasse_8&oldid=511130;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292808;Seilergasse 8;1090;;HSV-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;neben dem Matschackerhof, Altheimisches Haus
390;Matschackerhof;Matschackerhof;Wohnadresse;48.2076011;16.3704773;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 238. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Matschakerhof&oldid=805360;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2293108;Spiegelgasse 5;1091;;HSV-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"neben Matschackerhof, eH;Matschackerhof, neben dem, eH"
391;Stock im Eisen, Zu den heiligen drei Königen;Stock im Eisen, Zu den heiligen drei Königen;Wohnadresse;48.2080281;16.3709312;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1951, S. 52. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Graben_7&oldid=510530;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2278967;Graben 7;1092;Joh. Philli Peris Erben;TM-TBP-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Am Graben, Festerisches Haus bei den Heiligen drei Königen;Graben, drei Könige, bei den;Graben, heilige 3 Könige, bei den;Graben, Heilige drei Könige;Graben, heilige drei Könige, bei den"
392;Graben, Tättenriederisches Haus;Graben, Tättenriederisches Haus;Wohnadresse;48.2080374;16.3707609;ab 1654 Martin Tättenrieder, Ratsherr;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,1, Wien: Selbstverlag, 1956,  S. 137. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Graben_8&oldid=510447;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2278971;Graben 8;1094;Hr. Mart. Tottenrieder erb.;TM-TBP-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Graben, Tadtenriederisches Haus;Graben, Tadtenrieter, Martin Haus;Graben, Tattenrietter, Martin, Haus;Graben, Todtenrieder, Martin/Todtenriedtersches, Haus;Graben, Todtenriederisches Haus;Graben, Todtenriedter, Martin, Haus;Graben, Todtenrieterisches Haus"
393;Graben, Andreasisches Haus;Graben, Andreasisches Haus;Wohnadresse;48.2080809;16.3705943;ab 1690 u.a. Paul Andreasi, bgl. Handelsmann;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1951, S. 52. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Graben_8&oldid=510447;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2278973;Graben 8;1095;;HSV-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Graben, Andreasisches Haus
394;Bei den Augustinern, Dietrichsteinisches Haus;"Bei den Augustinern, Dietrichsteinisches Haus;Bei den Augustinern, Felsisches Haus;Dorotheerbad";Wohnadresse;48.2057391;16.3685454;"Hanns Franz Leopold von Fels; ab 1683 Sigmund Philipp Dietrichstein";Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,1, Wien: Selbstverlag, 1956,  S. 137. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Lobkowitzpalais&oldid=510795;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292319;Lobkowitzplatz 2;1101;Franz Leopold Freiherr von Fels;TM-TBP-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Augustiner, bei den, Dietrichsteinsches Haus, eH
395;Spiegelgasse, Rumerskirchisches Haus;"Spiegelgasse, Rumerskirchisches Haus;Spiegelgasse, Rebeneggisches Haus";Wohnadresse;48.2076261;16.3702016;ab 1699 Johann Dietrich von Rumerskirchen;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 273. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Spiegelgasse_4&oldid=511168;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292839;Spiegelgasse 4;1104;;HSV-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Nähe Matschackerhof, Rummerskirchisches Haus, im Amt;beim Matschackerhof, Rumerskirchisches Haus"
396;Graben, Zum grünen Kranz;Graben, Zum grünen Kranz;Wohnadresse;48.2081261;16.3703874;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1951, S. 54. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Ankerhaus&oldid=803655;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2278975;Graben 10;1105;;HSV-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Graben, grüner Kranz;Graben, beim Grünen Kranz"
397;Dorotheergasse, Beim Jägerhorn;"Dorotheergasse, Beim Jägerhorn;Dorotheergasse, Parthisches Haus";Wohnadresse;48.2079282;16.3700325;berühmtes Gasthaus Zum goldenen Jägerhorn;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 277. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Zum_goldenen_J%C3%A4gerhorn&oldid=510225;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292843?query=j%C3%A4gerhorn;Dorotheergasse 3;1106;;HSV-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Dorotheergasse, beim Jägerhorn, eH
398;Dorotheergasse, Rumerskirchisches Haus;Dorotheergasse, Rumerskirchisches Haus;Wohnadresse;48.2077518;16.3698822;ab 1695 Johann Dietrich von Rumerskirchen, Hofkammerrat und Referendarius;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 282. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Dorotheergasse_5&oldid=510386;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292848;Dorotheergasse 5;1107;;HSV-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Dorotheergasse, Rumerskirchisches Haus
399;Dorotheergasse, Hardeggisches Haus;Dorotheergasse, Hardeggisches Haus;Wohnadresse;48.2075835;16.3696864;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 282. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Dorotheergasse_7&oldid=510349;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292848;Dorotheergasse 7;1108;;HSV-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Dorotheergasse, Hardeggisches Haus
400;Dorotheerhof;Dorotheerhof;Wohnadresse;48.206985;16.3691334;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 286. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Dorotheerhof&oldid=510078;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292852;Dorotheergasse 13-15;1111;Dorotheerhof;HSV-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Dorotheerhof
401;Dorotheerkloster;Dorotheerkloster;Wohnadresse;48.2063722;16.368684;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 286. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Dorotheerkloster_(1)&oldid=499774;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292852;Dorotheergasse 17;1112;;HSV-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Dorotheerkloster
402;Dorotheergasse, Häcklbergisches Haus;Dorotheergasse, Häcklbergisches Haus;Wohnadresse;48.2073707;16.3691406;Carl Frei- und Panierherr von Häcklberg;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 303. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Dorotheergasse_12&oldid=510257;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292870;Dorotheergasse 12;1115;;HSV-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Dorotheergasse, HacklbergischesHaus;Dorotheergasse, Hackelbergisches Haus"
403;Graben, Apotheke Zum schwarzen Adler;"Graben, Apotheke Zum schwarzen Adler;Graben, Bartholdisches Haus;Graben, Berchtoldtisches Haus";Wohnadresse;48.2083331;16.3699353;;;https://www.geschichtewiki.wien.gv.at/index.php?title=Zum_Salvator_(Apotheke)&oldid=419130;;Am Graben 12;1121;;HSV-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Burg, an der, bei der Apotheke zum schwarzen Adler;Schwarze Adlerapotheke, neben der, an der Burg"
404;Graben, Pfeifferisches Haus;Graben, Pfeifferisches Haus;Wohnadresse;48.2084966;16.3697525;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1951, S. 65. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Graben_13&oldid=510461;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2278986;Graben 13;1122;Hr. Johann Franciscus Pfeifer von Schallenheim erb.;HSV-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Graben, Pfeifferisches Haus
405;Untere Bräunerstraße, Walterskirchisches Haus;Untere Bräunerstraße, Walterskirchisches Haus;Wohnadresse;48.2074973;16.3687001;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 320. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Br%C3%A4unerstra%C3%9Fe_7&oldid=510103;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292887;Bräunerstraße 7;1126;;HSV-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Untere Bräunerstraße, Walterskirchisches Haus;Obere Bräunerstraße, Walterkirchisches Haus"
406;Obere Bräunerstraße, Kaisersteinisches Haus;Obere Bräunerstraße, Kaisersteinisches Haus;Wohnadresse;48.2071168;16.3689964;ab 1629 Tobias Freiherr von Kaisestein;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 326. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Dorotheergasse_14&oldid=510090;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292871;Dorotheergasse 14;1127;Frants Ernst freyh. V. Keyserstein;TM-TBP-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Bräunerstraße, obere, Kaiserstein. Haus;Bräunerstraße, obere, Kaisersteinisches Haus, eH;Bräunerstraße, untere, Kaiserstein. Haus;Bräunerstraße, untere, Kayserstainisches/Kaysersteinisches/Kayßersteinisches Haus;Bräunerstraße, untere, Keyßerstainisches Haus;Bräunerstraße, untere, Khayserstainisches Haus;Bräunerstraße, untere, Khayserstainisches Haus (1675-06-25)"
407;Untere Bräunerstraße, Hochenfeldisches Haus;Untere Bräunerstraße, Hochenfeldisches Haus;Wohnadresse;48.207766;16.3686287;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 330. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Br%C3%A4unerstra%C3%9Fe_10&oldid=797528;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292897;Bräunerstraße 10;1129;;HSV-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Untere Bräunerstraße, Hochenfeldisches Haus
408;Untere Bräunerstraße, Bei den drei weißen Tauben;"Untere Bräunerstraße, Bei den drei weißen Tauben;Untere Bräunerstraße, Zu den sieben Hüten;Untere Bräunerstraße, Purckhisches Haus";Wohnadresse;48.2081726;16.3690016;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 326. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Br%C3%A4unerstra%C3%9Fe_6&oldid=797533;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292893;Bräunerstraße 6;1130;;HSV-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Untere Bräunerstraße, Drei weiße Tauben
409;Untere Bräunerstraße, Zum weißen Schwan;Untere Bräunerstraße, Zum weißen Schwan;Wohnadresse;48.2083518;16.3692017;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 340. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Br%C3%A4unerstra%C3%9Fe_4&oldid=797531;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292890;Bräunerstraße 4;1132;;TM-TBP-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Bräunerstraße, untere, weißer Schwan, beim
410;Graben, Selbisches Haus;Graben, Selbisches Haus;Wohnadresse;48.2086632;16.3694067;ab 1673 Dr. Johann Gabriel von selb, wirkl. Hofkammerrat und Dekan jurid. Fakultät Wien;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 328. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Grabenhof&oldid=803071;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2278992;Graben 14-15;1133;Ihrer gn. Hr. Joh. Gabriel v. Selb freyherr;TM-TBP-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Graben, Selb, Freiherr, Haus;Graben, Selb, von, Herr, Haus;Graben, Selbsches Haus, eH"
411;Obere Bräunerstraße, Claudisches Haus;"Obere Bräunerstraße, Claudisches Haus;Obere Bräunerstraße, Crepinmacherisches Haus";Wohnadresse;48.2083745;16.3686802;ab 1703 Claudius Carlo, bgl. Crepinmacher;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 340. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Habsburgergasse_3&oldid=510483;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292907;Habsburgergasse 3;1135;;HSV-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Obere Bräunerstraße, Claudisches Haus
412;Untere Bräunerstraße, Cavrianisches Haus;Untere Bräunerstraße, Cavrianisches Haus;Wohnadresse;48.2080346;16.3688142;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 328. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Br%C3%A4unerstra%C3%9Fe_8&oldid=797534;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292895;Bräunerstraße 8;1136;;HSV-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Obere Bräunerstraße, Cavrianisches Haus
413;Untere Bräunerstraße, Trautsonisches Haus;Untere Bräunerstraße, Trautsonisches Haus;Wohnadresse;48.2074909;16.3684325;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 332. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Br%C3%A4unerstra%C3%9Fe_12&oldid=534000;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292899;Bräunerstraße 12;1138;;HSV-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Obere Bräunerstraße, Trautsonisches Haus;Obere Bräunerstraße, Trautsonnisches Haus;Bräunerstraße, Trautsonisches Haus"
414;Obere Bräunerstraße, Michaelerhaus;Obere Bräunerstraße, Michaelerhaus;Wohnadresse;48.2079916;16.3680134;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 357. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Habsburgergasse_12&oldid=510448;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292924;Habsburgergasse 12;1139;;HSV-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Bräunerstraße, Michaelerhaus;Obere Bräunerstraße, Michaelerhaus"
415;Obere Bräunerstraße, Noriquernisches Haus;"Obere Bräunerstraße, Noriquernisches Haus;Obere Bräunerstraße, Abelisches Haus";Wohnadresse;48.2084337;16.3683413;1701 im Besitz der Erben von Alexander Gf. Noireguerni;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 353. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Habsburgergasse_10&oldid=510641;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292920;Habsburgergasse 10;1140;;HSV-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Obere Bräunerstraße, Noriquernes Haus, Frau Gräfin;Obere Bräunerstraße, Noirquernisches Haus"
416;Obere Bräunerstraße, Spiglisches Haus;"Obere Bräunerstraße, Spiglisches Haus;Obere Bräunerstraße, Spiegelisches Haus";Wohnadresse;48.2085803;16.3685838;bei Lucienfeld-Harrer Ratsherr;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 352. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Habsburgergasse_8&oldid=510568;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292919;Habsburgergasse 8;1141;Paul friedr. Spiegel handelsm;HSV-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Obere Bräunerstraße, Spiglisches Haus
417;Graben, Kuglerisches Haus;Graben, Kuglerisches Haus;Wohnadresse;48.2090208;16.3688846;ab 1652 Burckhard Kugler von Edlfeldt, Kammermusicus und Konzertmeister;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1951, S. 81. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Graben_16&oldid=814465;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279000;Graben 16;1144;Hr. Burckhardt Kugler von Edlfeldt;TM-TBP-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Graben, Khuglerisches Haus;Graben, Kluger[sches] Haus;Graben, Kugler, Burkhard, Haus;Graben, Kuglersche Erben, Haus;Graben, Kuglersches Haus, eH"
