ID;primary_label;Latitude;Longitude;citation_lucienfeld_harrer;URI_wien_wiki;URI_lucienfeld_harrer;adress_today;adress_1822;adress_suttingerstadtplan;district;alternative_label
371;Klugerstraße, Zum grünen Säbel;48.2040533;16.371148;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1950, S. 367. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Krugerstra%C3%9Fe_6&oldid=510659;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2291487;Krugerstraße 6;1015;;Kärntnerviertel;Klugerstraße, beim Grünen Säbel
372;Altenburgerhof;48.2040818;16.3705595;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1950, S. 359. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Altenburger_Hof&oldid=797391;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2291581;Krugerstraße 2;1017;;Kärntnerviertel;"Altenburgerhof;Kärntnertor, beim, Altenburgerhof;Kärntnertor, Altenburgerhof"
373;Kärntnerstraße, Zum goldenen Pfau;48.2040745;16.3695104;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,1, Wien: Selbstverlag, 1956, S. 105. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=K%C3%A4rntner_Stra%C3%9Fe_38&oldid=510895;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292287;Kärntnerstraße 38;1039;;Widmerviertel;Kärntnerstraße,neben dem Pfau
374;Neuer Markt, Zum weißen Schwan;48.2054652;16.3708794;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,1, Wien: Selbstverlag, 1956,  S. 41. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Zum_wei%C3%9Fen_Schwan&oldid=511442;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292234;Neuer Markt 6;1044;;Widmerviertel;Neuer Markt, weißer Schwan, beim
375;Mehlgrube;48.2057219;16.371088;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,1, Wien: Selbstverlag, 1956, S. 46. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Mehlgrube&oldid=510827;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292227;Neuer Markt 5;1045;;Widmerviertel;in der Mehlgruben
376;Bürgerspital;48.2061773;16.3712684;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,1, Wien: Selbstverlag, 1956,  S. 45. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Spitalhaus&oldid=511200;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292221;Neuer Markt 3;1046;;Widmerviertel;"Neuer Markt, Spitalhaus;Neuer Markt, Spitalshaus;Kärntnerstraße, Spitalhaus"
377;Kärntnerstraße, Hofapotheke Zum schwarzen Mohr;48.2067442;16.3712801;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,1, Wien: Selbstverlag, 1956, S. 24. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Lauberhaus&oldid=510740;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292206;Kärntnerstraße 14;1049;;Widmerviertel;Kärntnerstraße, beim schwarzen Mohren unterhalb vom 3 Haasen Haus
378;Neuer Markt, Häckhlisches Haus;48.2059847;16.3710015;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,1, Wien: Selbstverlag, 1956,  S. 45. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=K%C3%A4rntner_Stra%C3%9Fe_20&oldid=510716;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292226;Kärntnerstraße 20;1053;;Widmerviertel;"Neuer Markt, Häckhl, Sekretär Haus;Neuer Markt, Hackhl, Sekretär, Haus;Neuer Markt, Häckhl, Sekretär, Haus;Neuer Markt, Häckhlische Erben, Haus;Neuer Markt, Häckl. Haus;Neuer Markt, Hacklisches Haus;Neuer Markt, Hacklsches Haus, eH"
379;Neuer Markt, Schwarzenbergisches Haus;48.2053249;16.370597;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,1, Wien: Selbstverlag, 1956, S. 62. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Schwarzenbergpalais_(1)&oldid=510966;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292243;Marco-d'Avanzio-Gasse 1;1054;;Widmerviertel;Neuer Markt, Fürst Schwarzenbergisches Haus
380;Neuer Markt, Draskovichisches Haus;48.2059883;16.370187;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,1, Wien: Selbstverlag, 1956,  S. 179. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Draskovichhaus&oldid=510367;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292364;Neuer Markt 9;1057;;Widmerviertel;"Neuer Markt, Draskovizisches Haus;Neuer Markt, Draskovichisches Haus"
381;Neuer Markt, Perinisches Haus;48.2060396;16.3702793;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,1, Wien: Selbstverlag, 1956,  S. 179. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Zum_roten_Dachel&oldid=819334;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292364;Neuer Markt 10-11;1058;;Widmerviertel;Neuer Markt, Perinsches Haus, eH
382;Neuer Markt, Buccelinisches Haus;48.2062348;16.3704042;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,1, Wien: Selbstverlag, 1956,  S. 192. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Neuer_Markt_12&oldid=510848;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292369;Neuer Markt 12;1060;;Widmerviertel;"Neuer Markt, Bucellini, Graf, Haus;Neuer Markt, Bucellinisches Haus, eH;Neuer Markt, Burzelini, Herr, Haus;Neuer Markt, Pucelleni, Herr, Haus"
383;Neuer Markt, Zu den sieben Säulen;48.2065;16.3706;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,1, Wien: Selbstverlag, 1956, S. 192. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Hatschierenhaus&oldid=510426;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292377;Neuer Markt 14;1065;;Widmerviertel;Neuer Markt, neben (bei) den 7 Säulen
384;Kärntnerstraße, Hasenhaus;48.207313;16.3714941;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 242. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Spitalhaus&oldid=4604;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292192;Kärntnerstraße 8;1073;;Widmerviertel;"Kärntner Straße, Hasenhaus;Kärntnerstraße, Hasenhaus"
385;Stock im Eisen, Königsackerisches Haus;48.2080382;16.3714407;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1951, S. 25. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Stock-im-Eisen-Platz_3&oldid=511327;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2278946;Stock-im-Eisen-Platz 3;1081;;Widmerviertel;Stock im Eisen, Königsackerisches Haus
386;Neuer Markt, Zu den sieben Körben;48.2074812;16.3710215;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,1, Wien: Selbstverlag, 1956, S. 199. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Herrnhuterhaus&oldid=510577;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292384;Seilergasse 11;1084;;Widmerviertel;Neuer Markt, 7 Brotkörbe, bei den
387;Seilergasse, Zum goldenen Ochsen;48.2068501;16.3703339;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 257. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Seilergasse_14&oldid=534114;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292823;Seilergasse 14;1086;;Widmerviertel;Goldener Ochse, neben, eH
388;Neuer Markt, Zerletisches Haus;48.2070688;16.370473;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 252. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Seilergasse_12&oldid=534113;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292818;Seilergasse 12;1088;;Widmerviertel;Neuer Markt, Zerletisches Haus
389;Seilergasse, Althanisches Haus;48.2073891;16.3706987;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 242. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Seilergasse_8&oldid=511130;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292808;Seilergasse 8;1090;;Widmerviertel;neben dem Matschackerhof, Altheimisches Haus
390;Matschackerhof;48.2076011;16.3704773;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 238. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Matschakerhof&oldid=805360;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2293108;Spiegelgasse 5;1091;;Widmerviertel;"neben Matschackerhof, eH;Matschackerhof, neben dem, eH"
391;Stock im Eisen, Zu den heiligen drei Königen;48.2080281;16.3709312;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1951, S. 52. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Graben_7&oldid=510530;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2278967;Graben 7;1092;Joh. Philli Peris Erben;Widmerviertel;"Am Graben, Festerisches Haus bei den Heiligen drei Königen;Graben, drei Könige, bei den;Graben, heilige 3 Könige, bei den;Graben, Heilige drei Könige;Graben, heilige drei Könige, bei den"
392;Graben, Tättenriederisches Haus;48.2080374;16.3707609;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,1, Wien: Selbstverlag, 1956,  S. 137. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Graben_8&oldid=510447;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2278971;Graben 8;1094;Hr. Mart. Tottenrieder erb.;Widmerviertel;"Graben, Tadtenriederisches Haus;Graben, Tadtenrieter, Martin Haus;Graben, Tattenrietter, Martin, Haus;Graben, Todtenrieder, Martin/Todtenriedtersches, Haus;Graben, Todtenriederisches Haus;Graben, Todtenriedter, Martin, Haus;Graben, Todtenrieterisches Haus"
393;Graben, Andreasisches Haus;48.2080809;16.3705943;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1951, S. 52. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Graben_8&oldid=510447;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2278973;Graben 8;1095;;Widmerviertel;Graben, Andreasisches Haus
394;Bei den Augustinern, Dietrichsteinisches Haus;48.2057391;16.3685454;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,1, Wien: Selbstverlag, 1956,  S. 137. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Lobkowitzpalais&oldid=510795;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292319;Lobkowitzplatz 2;1101;Franz Leopold Freiherr von Fels;Widmerviertel;Augustiner, bei den, Dietrichsteinsches Haus, eH
395;Spiegelgasse, Rumerskirchisches Haus;48.2076261;16.3702016;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 273. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Spiegelgasse_4&oldid=511168;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292839;Spiegelgasse 4;1104;;Widmerviertel;"Nähe Matschackerhof, Rummerskirchisches Haus, im Amt;beim Matschackerhof, Rumerskirchisches Haus"
396;Graben, Zum grünen Kranz;48.2081261;16.3703874;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1951, S. 54. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Ankerhaus&oldid=803655;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2278975;Graben 10;1105;;Widmerviertel;"Graben, grüner Kranz;Graben, beim Grünen Kranz"
397;Dorotheergasse, Beim Jägerhorn;48.2079282;16.3700325;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 277. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Zum_goldenen_J%C3%A4gerhorn&oldid=510225;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292843?query=j%C3%A4gerhorn;Dorotheergasse 3;1106;;Widmerviertel;Dorotheergasse, beim Jägerhorn, eH
398;Dorotheergasse, Rumerskirchisches Haus;48.2077518;16.3698822;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 282. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Dorotheergasse_5&oldid=510386;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292848;Dorotheergasse 5;1107;;Widmerviertel;Dorotheergasse, Rumerskirchisches Haus
399;Dorotheergasse, Hardeggisches Haus;48.2075835;16.3696864;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 282. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Dorotheergasse_7&oldid=510349;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292848;Dorotheergasse 7;1108;;Widmerviertel;Dorotheergasse, Hardeggisches Haus
400;Dorotheerhof;48.206985;16.3691334;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 286. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Dorotheerhof&oldid=510078;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292852;Dorotheergasse 13-15;1111;Dorotheerhof;Widmerviertel;Dorotheerhof
401;Dorotheerkloster;48.2063722;16.368684;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 286. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Dorotheerkloster_(1)&oldid=499774;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292852;Dorotheergasse 17;1112;;Widmerviertel;Dorotheerkloster
402;Dorotheergasse, Häcklbergisches Haus;48.2073707;16.3691406;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 303. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Dorotheergasse_12&oldid=510257;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292870;Dorotheergasse 12;1115;;Widmerviertel;"Dorotheergasse, HacklbergischesHaus;Dorotheergasse, Hackelbergisches Haus"
403;Graben, Apotheke Zum schwarzen Adler;48.2083331;16.3699353;;https://www.geschichtewiki.wien.gv.at/index.php?title=Zum_Salvator_(Apotheke)&oldid=419130;;Am Graben 12;1121;;Widmerviertel;"Burg, an der, bei der Apotheke zum schwarzen Adler;Schwarze Adlerapotheke, neben der, an der Burg"
404;Graben, Pfeifferisches Haus;48.2084966;16.3697525;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1951, S. 65. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Graben_13&oldid=510461;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2278986;Graben 13;1122;Hr. Johann Franciscus Pfeifer von Schallenheim erb.;Widmerviertel;Graben, Pfeifferisches Haus
405;Untere Bräunerstraße, Walterskirchisches Haus;48.2074973;16.3687001;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 320. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Br%C3%A4unerstra%C3%9Fe_7&oldid=510103;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292887;Bräunerstraße 7;1126;;Widmerviertel;"Untere Bräunerstraße, Walterskirchisches Haus;Obere Bräunerstraße, Walterkirchisches Haus"
406;Obere Bräunerstraße, Kaisersteinisches Haus;48.2071168;16.3689964;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 326. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Dorotheergasse_14&oldid=510090;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292871;Dorotheergasse 14;1127;Frants Ernst freyh. V. Keyserstein;Widmerviertel;"Bräunerstraße, obere, Kaiserstein. Haus;Bräunerstraße, obere, Kaisersteinisches Haus, eH;Bräunerstraße, untere, Kaiserstein. Haus;Bräunerstraße, untere, Kayserstainisches/Kaysersteinisches/Kayßersteinisches Haus;Bräunerstraße, untere, Keyßerstainisches Haus;Bräunerstraße, untere, Khayserstainisches Haus;Bräunerstraße, untere, Khayserstainisches Haus (1675-06-25)"
407;Untere Bräunerstraße, Hochenfeldisches Haus;48.207766;16.3686287;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 330. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Br%C3%A4unerstra%C3%9Fe_10&oldid=797528;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292897;Bräunerstraße 10;1129;;Widmerviertel;Untere Bräunerstraße, Hochenfeldisches Haus
408;Untere Bräunerstraße, Bei den drei weißen Tauben;48.2081726;16.3690016;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 326. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Br%C3%A4unerstra%C3%9Fe_6&oldid=797533;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292893;Bräunerstraße 6;1130;;Widmerviertel;Untere Bräunerstraße, Drei weiße Tauben
409;Untere Bräunerstraße, Zum weißen Schwan;48.2083518;16.3692017;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 340. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Br%C3%A4unerstra%C3%9Fe_4&oldid=797531;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292890;Bräunerstraße 4;1132;;Widmerviertel;Bräunerstraße, untere, weißer Schwan, beim
410;Graben, Selbisches Haus;48.2086632;16.3694067;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 328. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Grabenhof&oldid=803071;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2278992;Graben 14-15;1133;Ihrer gn. Hr. Joh. Gabriel v. Selb freyherr;Widmerviertel;"Graben, Selb, Freiherr, Haus;Graben, Selb, von, Herr, Haus;Graben, Selbsches Haus, eH"
411;Obere Bräunerstraße, Claudisches Haus;48.2083745;16.3686802;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 340. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Habsburgergasse_3&oldid=510483;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292907;Habsburgergasse 3;1135;;Widmerviertel;Obere Bräunerstraße, Claudisches Haus
412;Untere Bräunerstraße, Cavrianisches Haus;48.2080346;16.3688142;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 328. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Br%C3%A4unerstra%C3%9Fe_8&oldid=797534;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292895;Bräunerstraße 8;1136;;Widmerviertel;Obere Bräunerstraße, Cavrianisches Haus
413;Untere Bräunerstraße, Trautsonisches Haus;48.2074909;16.3684325;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 332. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Br%C3%A4unerstra%C3%9Fe_12&oldid=534000;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292899;Bräunerstraße 12;1138;;Widmerviertel;"Obere Bräunerstraße, Trautsonisches Haus;Obere Bräunerstraße, Trautsonnisches Haus;Bräunerstraße, Trautsonisches Haus"
414;Obere Bräunerstraße, Michaelerhaus;48.2079916;16.3680134;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 357. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Habsburgergasse_12&oldid=510448;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292924;Habsburgergasse 12;1139;;Widmerviertel;"Bräunerstraße, Michaelerhaus;Obere Bräunerstraße, Michaelerhaus"
415;Obere Bräunerstraße, Noriquernisches Haus;48.2084337;16.3683413;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 353. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Habsburgergasse_10&oldid=510641;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292920;Habsburgergasse 10;1140;;Widmerviertel;"Obere Bräunerstraße, Noriquernes Haus, Frau Gräfin;Obere Bräunerstraße, Noirquernisches Haus"
416;Obere Bräunerstraße, Spiglisches Haus;48.2085803;16.3685838;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 352. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Habsburgergasse_8&oldid=510568;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292919;Habsburgergasse 8;1141;Paul friedr. Spiegel handelsm;Widmerviertel;Obere Bräunerstraße, Spiglisches Haus
417;Graben, Kuglerisches Haus;48.2090208;16.3688846;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1951, S. 81. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Graben_16&oldid=814465;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279000;Graben 16;1144;Hr. Burckhardt Kugler von Edlfeldt;Widmerviertel;"Graben, Khuglerisches Haus;Graben, Kluger[sches] Haus;Graben, Kugler, Burkhard, Haus;Graben, Kuglersche Erben, Haus;Graben, Kuglersches Haus, eH"
418;Graben, Scalvignonisches Haus;48.2091316;16.3686654;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1951, S. 81. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Ellerbachsches_Haus&oldid=510306;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279003;Graben 17;1145;;Widmerviertel;Graben, Scalvinionisches Haus
419;Kohlmarkt, Fauconetisches Haus;48.2092918;16.3684329;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 412. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Kohlmarkt_3&oldid=510690;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292980;Kohlmarkt 3;1147;;Widmerviertel;"Kohlmarkt, Fouconetisches Haus, ksl. Hofquartier;Kohlmarkt, altes Fockenettisches Haus;Kohlmarkt, Fauconettisches Haus"
420;Kohlmarkt, Zur weißen Säule;48.2091235;16.3682252;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 415. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Kohlmarkt_5&oldid=510792;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292982;Kohlmarkt 5;1148;;Widmerviertel;"Kohlmarkt, bei der weißen Säule;Kohlmarkt, Weißen Säule"
421;Kohlmarkt, Volckherisches Haus;48.2087096;16.3676735;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 419. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Kohlmarkt_7&oldid=510803;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292987;Kohlmarkt 7;1149;Ihrn gn. Hr. Johan Baptista Suttinger gewes. Regier. Cantzler erb.;Widmerviertel;Kohlmarkt, Volckerisches Haus
422;Kohlmarkt, Glässerisches Haus;48.2087096;16.3676735;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 398. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Kohlmarkt_7&oldid=510803;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292990;Kohlmarkt 7;1150;Peter Gläßer Handelsmann;Widmerviertel;Kohlmarkt, Glaser, Peter/Klessersches, Haus
423;Kohlmarkt, Francescinisches Haus;48.2087751;16.3677406;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 398. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Kohlmarkt_9&oldid=510790;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292992;Kohlmarkt 9;1151;;Widmerviertel;"Kohlmarkt, Francis, Herr, Haus;Kohlmarkt, Francischinisches Haus, eH"
424;;48.2067473;16.3668169;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 311. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Josefsplatz&oldid=824023;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292878;Josefsplatz;;;Widmerviertel;Reitschule, ksl.
425;Kohlmarkt, Großes Michaelerhaus;48.2083831;16.3672726;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,2, Wien: Selbstverlag, 1957, S. 408. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Gro%C3%9Fes_Michaelerhaus&oldid=816196;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292976;Kohlmarkt 11;1152;;Widmerviertel;Kohlmarkt, Michaeler Haus
426;Ksl. Stallburg;48.2073443;16.3671894;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 6,1, Wien: Selbstverlag, 1956,  S. 33. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Stallburg&oldid=803572;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2292905;Reitschulgasse 2;1154;Alte Burg;Widmerviertel;"Augustiner, bei den, Reitschule, ksl.;Augustiner, bei den, Stallburg"
